path,type,area,purpose,imported_by,imports,runtime_used (yes/no/unknown),business_critical (yes/no/unknown),duplicate_of,legacy_flag (yes/no),delete_candidate (yes/no/maybe),confidence,notes
extracted_dashboard/Restaurant-Hub/server/importIngredientCosts.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/server/importLoyverseShifts.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/server/index.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/server/loyverseAPI.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/server/loyverseAPI_old.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/server/openai.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/server/routes.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/server/sendgridService.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/server/services/ai.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/server/services/loyverse.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/server/services/loyverseReceipts.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/server/services/scheduler.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/server/storage.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/server/vite.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/server/webhooks.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/shared/schema.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/tailwind.config.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/test_expense_form.html,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/token-exchange.js,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/tsconfig.json,config,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/vite.config.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
fix-prisma-build.sh,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
focused-export/README.md,doc,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
focused-export/aiAnalysisService.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
focused-export/loyverseDataOrchestrator.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
focused-export/package.json,config,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
focused-export/schema.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
form-196-daily-shift-report.pdf,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
form-196-fixed.pdf,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
form-196.pdf,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
fort_knox_daily_sales_form_complete.zip,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
ground-zero-schema.md,doc,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
ingredient_master.csv,data,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
lib/prisma.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-complete-package.zip,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-package/DEPLOYMENT.md,doc,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-package/FILE_MANIFEST.md,doc,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-package/README.md,doc,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-package/client/src/components/AIChatWidget.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-package/client/src/components/AIInsightsCard.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-package/client/src/components/JussiChatBubble.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-package/client/src/components/LoyverseConnectionStatus.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-package/client/src/pages/LoyverseLive.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-package/client/src/pages/POSLoyverse.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-package/client/src/pages/Receipts.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-package/docs/LOYVERSE_WEBHOOK_SETUP.md,doc,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-package/examples/integration-example.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-package/examples/loyverse-api-example.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-package/public/chatbox-bigboss.html,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-package/public/chatbox-jussi.html,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-package/public/chatbox-marlo.html,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-package/public/chatbox-ollie.html,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-package/public/chatbox-sally.html,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-package/public/chatbox-template.html,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-package/public/chatbox.html,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-package/server/services/jussiDailySummaryService.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-package/server/services/jussiLatestShiftService.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-package/server/services/jussiShiftSummarizer.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-package/server/services/liveReceiptService.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-package/server/services/loyverseDataOrchestrator.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-package/server/services/loyverseReceipts.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-package/server/utils/shiftTimeCalculator.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-package/shared/schema.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-updated-complete-package.zip,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-updated-package/client/src/components/JussiChatBubble.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-updated-package/client/src/pages/Receipts.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-updated-package/docs/DEPLOYMENT_FIXES.md,doc,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-updated-package/docs/README.md,doc,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-updated-package/drizzle.config.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-updated-package/server/db.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-updated-package/server/routes.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-updated-package/server/services/enhancedLoyverseAPI.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-updated-package/server/services/jussiDailySummaryService.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-updated-package/server/services/jussiLatestShiftService.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-updated-package/server/services/jussiShiftSummarizer.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-updated-package/server/services/liveReceiptService.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-updated-package/server/services/loyverse.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-updated-package/server/services/loyverseDataOrchestrator.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-updated-package/server/services/loyverseDataValidator.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-updated-package/server/services/loyverseReceipts.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-updated-package/server/services/receiptSummary.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-updated-package/server/services/scheduler.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-updated-package/server/services/shiftAnalysisService.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-updated-package/server/utils/shiftTimeCalculator.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
loyverse-ai-updated-package/shared/schema.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
make_ground_zero_report.sh,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
migrations/20250826075216_add_wages_source/migration.sql,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
migrations/20250826_add_wages_source.sql,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
migrations/20251127090000_add_product_menu/migration.sql,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
migrations/20251201090000_add_rma_authority/migration.sql,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
migrations/20260323120000_add_receipt_truth_daily_usage/migration.sql,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
migrations/20260406100000_add_recipe_labour_timing_fields.sql,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
migrations/migration_lock.toml,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
online-ordering/BUILD.md,doc,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
online-ordering/README.md,doc,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
online-ordering/client/index.html,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
online-ordering/client/package-lock.json,config,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
online-ordering/client/package.json,config,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
online-ordering/client/public/images/sbb-logo.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
online-ordering/client/src/App.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
online-ordering/client/src/main.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
online-ordering/client/src/styles.css,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
online-ordering/client/src/types.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
online-ordering/client/tsconfig.json,config,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
online-ordering/client/vite.config.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
online-ordering/server/data/menu.json,config,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
online-ordering/server/data/orders.json,config,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
online-ordering/server/index.js,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
order-drinks-item.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
package-lock.json,config,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
package.json,config,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
package.json.bak,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
postcss.config.js,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
prisma/migrations/20251110_rolls_ledger/migration.sql,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
prisma/migrations/20251112_ingestion_audit/migration.sql,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
prisma/migrations/20251112_rolls_shiftdate_simple/migration.sql,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
prisma/migrations/20251112_rolls_shiftdate_simple/migration_fixed.sql,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
prisma/migrations/20251122_ensure_shift_rolls/migration.sql,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
prisma/migrations/20251122c_rolls_simple/migration.sql,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
prisma/migrations/20251122d_purchase_tally/migration.sql,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
prisma/migrations/20260214093000_add_daily_sales_v2_receipt_counts/migration.sql,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
prisma/seed-payment-map.mjs,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
project-documentation.html,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
project-summary-for-external-ai.txt,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
public/chatbox-bigboss.html,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
public/chatbox-jussi.html,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
public/chatbox-marlo.html,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
public/chatbox-ollie.html,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
public/chatbox-sally.html,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
public/chatbox-template.html,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
public/chatbox.html,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
public/downloads/Daily_Sales_Stock_Architecture_Report.txt,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
public/downloads/Ground_Zero_Schema.md,doc,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
public/logo-email.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
public/sample-daily-form.json,config,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
public/sample-shift-report.csv,data,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
public/sample-shift-report.json,config,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
public/smash-brothers-logo.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
public/tablet-nuclear.html,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
public/tablet-reload.html,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
replit.json,config,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
replit.md,doc,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
restaurant-management-documentation.html,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
schema.prisma,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
schema.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
schema_files.zip,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
scripts/architecture/verify-runtime.mjs,other,scripts,inventory entry,,,no,unknown,,no,no,LIKELY,
scripts/audit/find-large-files.ts,code,scripts,inventory entry,,,no,unknown,,no,no,LIKELY,
scripts/audit/find-unsafe.ts,code,scripts,inventory entry,,,no,unknown,,no,no,LIKELY,
scripts/audit/list-routes.ts,code,scripts,inventory entry,,,no,unknown,,no,no,LIKELY,
scripts/audit/report.sh,other,scripts,inventory entry,,,no,unknown,,no,no,LIKELY,
scripts/backupToGitHub.ts,code,scripts,inventory entry,,,no,unknown,,no,no,LIKELY,
scripts/bob-check.js,code,scripts,inventory entry,,,no,unknown,,no,no,LIKELY,
scripts/chunkedGitHubPush.ts,code,scripts,inventory entry,,,no,unknown,,no,no,LIKELY,
scripts/completeGitHubPush.ts,code,scripts,inventory entry,,,no,unknown,,no,no,LIKELY,
scripts/deny-layout-hacks.js,code,scripts,inventory entry,,,no,unknown,,no,no,LIKELY,
scripts/deny-unsafe.sh,other,scripts,inventory entry,,,no,unknown,,no,no,LIKELY,
scripts/essentialGitHubPush.ts,code,scripts,inventory entry,,,no,unknown,,no,no,LIKELY,
scripts/findLoyverseTables.mjs,other,scripts,inventory entry,,,no,unknown,,no,no,LIKELY,
scripts/fix_critical_patch.sh,other,scripts,inventory entry,,,no,unknown,,no,no,LIKELY,
scripts/fix_frontend_expenses_v2.sh,other,scripts,inventory entry,,,no,unknown,,no,no,LIKELY,
scripts/guard-build.js,code,scripts,inventory entry,,,no,unknown,,no,no,LIKELY,
scripts/import-stock-csv.ts,code,scripts,inventory entry,,,no,unknown,,no,no,LIKELY,
scripts/lockdown.mjs,other,scripts,inventory entry,,,no,unknown,,no,no,LIKELY,
scripts/loyverseShiftSnapshot.mjs,other,scripts,inventory entry,,,no,unknown,,no,no,LIKELY,
scripts/one_shot_bank_pdf.sh,other,scripts,inventory entry,,,no,unknown,,no,no,LIKELY,
scripts/pushAllRemainingFiles.ts,code,scripts,inventory entry,,,no,unknown,,no,no,LIKELY,
scripts/pushToGitHub.ts,code,scripts,inventory entry,,,no,unknown,,no,no,LIKELY,
scripts/rebuild_shift_summary_last_60d.mjs,other,scripts,inventory entry,,,no,unknown,,no,no,LIKELY,
scripts/run-daily-readiness.sh,other,scripts,inventory entry,,,no,unknown,,no,no,LIKELY,
scripts/run-sql-migrations.mjs,other,scripts,inventory entry,,,no,unknown,,no,no,LIKELY,
scripts/runCSVSync.ts,code,scripts,inventory entry,,,no,unknown,,no,no,LIKELY,
scripts/seed-stock-data.ts,code,scripts,inventory entry,,,no,unknown,,no,no,LIKELY,
scripts/seedPurchasingList.ts,code,scripts,inventory entry,,,no,unknown,,no,no,LIKELY,
scripts/seed_mgr_questions.mjs,other,scripts,inventory entry,,,no,unknown,,no,no,LIKELY,
scripts/setup-bank-import.sh,other,scripts,inventory entry,,,no,unknown,,no,no,LIKELY,
scripts/smoke_v3.mjs,other,scripts,inventory entry,,,no,unknown,,no,no,LIKELY,
scripts/smoke_v3_strict.mjs,other,scripts,inventory entry,,,no,unknown,,no,no,LIKELY,
scripts/sync-ingredients.ts,code,scripts,inventory entry,,,no,unknown,,no,no,LIKELY,
scripts/test_readonly.mjs,other,scripts,inventory entry,,,no,unknown,,no,no,LIKELY,
scripts/uploadToGitHub.ts,code,scripts,inventory entry,,,no,unknown,,no,no,LIKELY,
scripts/uploadToGoogleDrive.ts,code,scripts,inventory entry,,,no,unknown,,no,no,LIKELY,
scripts/v3_1_sanity.mjs,other,scripts,inventory entry,,,no,unknown,,no,no,LIKELY,
scripts/verify-shift-data.js,code,scripts,inventory entry,,,no,unknown,,no,no,LIKELY,
scripts/verify_bob_read_layer.mjs,other,scripts,inventory entry,,,no,unknown,,no,no,LIKELY,
scripts/whoami.mjs,other,scripts,inventory entry,,,no,unknown,,no,no,LIKELY,
sedrhpMbl,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
server/agents/bigboss.ts,code,server,inventory entry,,,yes,unknown,,no,no,VERIFIED,
server/agents/jane.ts,code,server,inventory entry,,,yes,unknown,,no,no,VERIFIED,
server/agents/jussi.ts,code,server,inventory entry,,,yes,unknown,,no,no,VERIFIED,
server/agents/marlo.ts,code,server,inventory entry,,,yes,unknown,,no,no,VERIFIED,
server/agents/ollie.ts,code,server,inventory entry,,,yes,unknown,,no,no,VERIFIED,
server/agents/ramsay.ts,code,server,inventory entry,,,yes,unknown,,no,no,VERIFIED,
server/agents/sally.ts,code,server,inventory entry,,,yes,unknown,,no,no,VERIFIED,
server/ai-agent.ts,code,server,inventory entry,,,yes,unknown,,no,no,VERIFIED,
